K_1	K_2	K_3	K_4	K_5	K_6	K_7	tot_K	S_1	S_2	S_3	S_4	S_5	S_6	S_7	prS_1	prS_2	prS_3	prS_4	prS_5	prS_6	prS_7	tot_S	D_1	D_2	D_3	D_4	D_5	D_6	D_7	Pi_1	Pi_2	Pi_3	Pi_4	Pi_5	Pi_6	Pi_7	
26	5	5	2	3	3	3	18	22	8	7	1	12	0	0	10	1	0	1	2	0	0	26	-0.986727	-1.71373	1.69734	0	0	0	0	2.84956	1.6	3.55556	1	8	0	0	
2	5	3	3	26	5	3	18	0	37	0	29	73	36	0	0	2	0	2	36	0	0	77	0	0.160333	0	0	-0.470835	0.324017	0	0	15.5238	0	19.3333	13.5096	15.5238	0	
2	5	3	3	26	5	3	29	0	121	2	41	137	101	1	0	2	2	1	19	1	1	145	0	-0.206997	0	0	0.790151	-1.28001	-0.816497	0	56.5	1.33333	27.3333	37.641	32.1905	0.4	
3	3	26	5	2	3	5	27	0	23	71	43	0	1	32	0	2	23	0	0	1	3	77	0	0	-0.215794	0.569065	0	-0.816497	-0.614213	0	15.3333	15.5099	22.2	0	0.4	14.1	
3	5	5	3	3	2	26	17	0	27	25	1	27	0	35	0	6	1	1	0	0	4	43	0	0.138108	-1.01277	-0.816497	0	0	1.00637	0	13.2	8.38095	0.4	18	0	8.90478	
26	3	5	3	3	5	2	19	21	1	17	1	5	11	0	10	1	6	1	0	0	0	32	0.201998	-0.816497	-0.324226	-0.816497	0	-1.19955	0	4.50376	0.4	7.8	0.4	3.33333	4.4	0	
5	3	26	3	2	5	3	11	11	6	13	0	0	6	0	1	1	3	0	0	0	0	15	-0.10905	0	1.20573	0	0	-1.06907	0	5.2	4	3.60162	0	0	1.66667	0	
3	3	3	26	5	5	2	26	0	1	37	83	55	44	0	0	1	2	20	1	6	0	93	0	-0.816497	0	0.54997	0.171726	-0.9653	0	0	0.4	24.6667	21.5984	27	14.9524	0	
26	5	2	3	3	5	3	18	66	0	1	3	0	4	2	65	0	1	2	0	4	2	75	-2.74435	0	0	-1.04849	0	-1.71166	0	1.46536	0	1	1.2	0	0.727273	1.33333	
26	3	5	3	2	3	5	15	18	2	1	1	1	1	0	18	2	1	1	1	1	0	24	2.42608	0	-1.16387	-0.816497	0	-0.816497	0	5.86371	1.33333	0.117647	0.4	1	0.4	0	
3	3	5	2	3	5	26	4	2	0	0	0	0	0	4	0	0	0	0	0	0	2	4	-0.972558	0	0	0	0	0	0.738337	0.8	0	0	0	0	0	0.916955	
26	2	5	3	3	5	3	8	5	0	0	0	2	0	0	5	0	0	0	2	0	0	7	-0.652838	0	0	0	0	0	0	0.534561	0	0	0	1.33333	0	0	
5	3	5	3	2	3	26	7	0	0	1	0	2	0	5	0	0	1	0	2	0	5	8	0	0	-1.16387	0	0	0	-1.64159	0	0	0.117647	0	2	0	0.0262875	
3	26	2	3	3	5	5	14	0	25	2	0	0	1	0	0	25	2	0	0	1	0	28	0	-0.27594	0	0	0	-1.16387	0	0	4.01282	2	0	0	0.117647	0	
2	3	5	5	3	26	3	14	1	0	3	1	1	30	0	1	0	3	1	1	30	0	36	0	0	-1.35841	-1.16387	-0.816497	-0.012279	0	1	0	0.857143	0.117647	0.4	5.05203	0	
3	5	3	5	2	3	26	5	0	0	0	0	0	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0	0	-0.765114	0	0	0	0	0	0	0.229787	
26	2	3	5	3	5	3	2	4	0	0	0	0	0	0	4	0	0	0	0	0	0	4	-1.51066	0	0	0	0	0	0	0.0127796	0	0	0	0	0	0	
2	3	3	26	5	3	5	3	0	2	0	3	0	0	2	0	0	0	1	0	0	0	3	0	-0.972558	0	1.51965	0	0	-1.50358	0	0.8	0	0.952146	0	0	0.235294	
5	2	26	3	3	3	5	13	13	0	25	1	0	0	17	0	0	8	0	0	0	1	26	-2.28243	0	-0.172883	-0.816497	0	0	-0.634467	1.52941	0	4.25971	0.4	0	0	4.98182	
2	3	3	3	5	26	5	16	0	0	22	0	13	42	13	0	0	1	0	0	21	0	43	0	0	0	0	-2.28243	-0.825947	1.78013	0	0	14.6667	0	1.52941	5.82223	6	
2	5	5	3	3	26	3	22	0	77	82	24	0	110	0	0	3	3	1	0	22	0	117	0	0.811635	-0.339297	-1.23906	0	2.11966	0	0	35.8095	37.6	9.6	0	37.1291	0	
26	3	3	5	5	3	2	27	115	0	25	53	62	2	0	54	0	2	6	8	1	0	132	0.419553	0	0	1.35371	-0.447502	-0.972558	0	28.2313	0	16.6667	30	28	0.8	0	
3	3	3	5	5	26	2	16	37	1	0	40	36	57	0	1	1	0	0	0	17	0	59	-1.25157	-0.816497	0	1.79767	1.91234	1.8908	0	14.8	0.4	0	21.4286	16.6154	18.3695	0	
26	5	2	3	5	3	3	29	203	158	0	0	18	2	1	48	3	0	0	3	1	0	210	-0.149173	-1.07904	0	0	-1.67554	0	-0.816497	43.4482	65.1	0	0	5.14286	1.33333	0.4	
3	2	5	3	3	5	26	27	34	0	34	1	2	2	72	0	0	3	1	2	2	37	80	0	0	-1.63962	-0.816497	-0.972558	-1.50358	-0.365174	22.6667	0	9.90476	0.4	0.8	0.235294	14.8605	
2	5	3	5	3	26	3	16	1	13	0	26	0	63	1	1	0	0	4	0	40	1	69	0	1.78013	0	0.668642	0	-1.05402	-0.816497	1	6	0	13.6	0	7.61296	0.4	
5	5	2	3	26	3	3	22	26	4	0	1	82	2	12	0	0	0	1	56	2	1	86	-0.582251	1.46815	0	-0.816497	-0.561912	0	0	9.52381	1.84615	0	0.4	15.5523	1.33333	8	
26	2	5	5	3	3	3	11	33	0	6	9	6	0	0	25	0	0	1	0	0	0	34	0.483766	0	-2.02003	-0.969836	-1.14554	0	0	7.35178	0	0.705882	2.36364	2.4	0	0	
3	5	5	26	2	3	3	19	3	41	0	66	0	0	0	3	0	0	25	0	0	0	69	-1.04849	1.92258	0	-1.32211	0	0	0	1.2	18.9231	0	8.95877	0	0	0	
5	5	3	2	3	26	3	10	0	8	1	0	2	11	0	0	2	1	0	2	5	0	16	0	0.262662	-0.816497	0	0	-0.51406	0	0	3.42857	0.4	0	1.33333	1.35515	0	
26	3	2	3	3	5	5	21	44	0	0	0	1	6	2	41	0	0	0	1	3	2	50	1.28097	0	0	0	-0.816497	-1.14554	-1.42961	12.3568	0	0	0	0.4	2.4	0.363636	
5	2	3	26	3	5	3	16	1	1	2	85	0	1	1	1	1	2	85	0	1	1	91	-1.16387	0	0	2.24626	0	-1.16387	-0.816497	0.117647	1	1.33333	26.0786	0	0.117647	0.4	
3	26	2	3	3	5	5	3	0	3	0	0	0	0	0	0	3	0	0	0	0	0	3	0	1.39594	0	0	0	0	0	0	0.918261	0	0	0	0	0	
26	5	3	3	3	2	5	9	34	0	1	0	0	1	0	34	0	1	0	0	1	0	36	-1.84207	0	-0.816497	0	0	0	0	2.00768	0	0.4	0	0	1	0	
5	3	26	2	3	5	3	20	3	1	48	0	1	1	0	1	1	46	0	1	1	0	52	-1.59996	-0.816497	-1.10114	0	-0.816497	-1.16387	0	0.545455	0.4	6.01922	0	0.4	0.117647	0	
5	3	5	2	3	3	26	30	43	1	2	1	4	1	74	3	1	2	1	4	1	34	86	-1.72876	-0.816497	-1.42961	0	0	-0.816497	1.56283	12.2857	0.4	0.363636	1	2.66667	0.4	23.6885	
3	5	26	2	3	3	5	21	1	5	29	2	1	0	2	1	5	29	2	1	0	2	40	-0.816497	-1.12397	0.98639	0	-0.816497	0	-1.50358	0.4	2	7.16929	2	0.4	0	0.235294	
5	3	26	2	3	3	5	15	1	0	23	0	0	2	0	1	0	23	0	0	2	0	26	-1.16387	0	-0.882974	0	0	0	0	0.117647	0	3.05486	0	0	1.33333	0	
3	3	2	26	3	5	5	27	25	64	0	92	26	62	9	0	5	0	26	0	3	5	120	-1.24046	0	0	1.28616	0	-1.69752	-1.18441	10	43.6667	0	26.4385	17.3333	17.9048	3.6	
26	2	3	5	3	5	3	6	7	0	0	6	4	5	3	1	0	0	0	0	0	0	8	1.96211	0	0	-0.338694	-1.0938	-1.4646	-1.04849	2.27806	0	0	2.28571	1.6	1.05455	1.2	
2	5	3	26	3	5	3	19	0	20	5	52	1	18	2	0	1	2	32	0	0	2	57	0	-1.07808	-1.12397	-2.44886	-0.816497	-1.09634	-0.972558	0	8.2	2	2.58838	0.4	5.90476	0.8	
3	3	26	5	5	3	2	24	23	19	53	65	24	17	0	0	2	10	38	1	0	0	95	-1.23753	0	0.730995	-1.16474	0.558079	-1.22485	0	9.2	12.6667	13.822	26.4	10.7619	6.8	0	
5	3	5	2	3	26	3	29	0	5	16	2	24	44	3	0	3	3	2	3	21	1	56	0	0	0.439302	0	0	-1.61275	0	0	3.33333	7.04762	2	16.3333	4.94011	2	
26	2	3	5	5	3	3	8	6	0	0	2	1	0	1	5	0	0	0	1	0	0	8	-1.44475	0	0	-0.778153	-1.16387	0	-0.816497	0.25839	0	0	0.509091	0.117647	0	0.4	
3	3	2	3	26	5	5	13	10	10	0	11	22	4	12	0	0	0	0	8	1	0	23	-1.19267	-1.19267	0	-1.19955	-0.427349	-0.876418	2.0583	4	4	0	4.4	3.81266	1.33333	6.33333	
3	26	3	5	2	3	5	24	26	51	6	34	2	0	32	0	12	0	2	1	0	3	57	-1.24176	0.34227	0	0.817693	0	0	-1.05294	10.4	11.7454	4	18.1	2	0	13.2	
3	26	3	3	5	5	2	31	0	121	52	53	62	64	0	0	54	0	0	3	2	0	127	0	-1.01103	-1.2584	-1.25872	0.722106	1.02997	0	0	20.6295	20.8	21.2	32.6	34.9	0	
3	3	5	26	3	5	2	32	99	3	20	134	88	101	1	0	3	2	26	0	2	0	141	0	0	0.215222	1.02195	-1.2654	1.58652	0	66	2	8.47619	41.6488	35.2	58.6	1	
26	3	3	5	2	5	3	36	114	2	49	69	0	54	0	44	2	2	4	0	5	0	127	0.258568	-0.972558	0	-0.850881	0	-1.26165	0	30.7172	0.8	32.6667	29.4	0	17.2381	0	
2	5	3	3	5	3	26	39	0	110	2	3	151	113	180	0	10	2	1	9	3	49	246	0	-0.820956	0	0	0.548649	0	0.757595	0	47.1	1.33333	2	77.7	75.6667	52.8164	
5	3	3	5	2	26	3	22	22	0	0	24	0	41	21	1	0	0	6	0	15	1	49	-0.674115	0	0	-0.206509	0	-0.263603	0	9.6	0	0	11.2	0	8.1585	14	
2	5	3	26	3	3	5	32	0	66	57	105	1	0	62	0	3	1	29	1	0	2	112	0	1.00865	0	0.516726	-0.816497	0	0.923651	0	35.9	38.3333	28.4879	0.4	0	29.3333	
3	26	5	5	2	3	3	27	0	77	22	36	0	54	1	0	15	1	13	0	3	1	96	0	-0.389948	-1.1534	-1.27482	0	0	-0.816497	0	15.6019	7.14286	11.4286	0	36	0.4	
3	3	5	3	2	26	5	28	78	1	80	0	0	118	84	5	1	4	0	0	20	3	132	0	-0.816497	-0.77048	0	0	1.05081	0.429166	53	0.4	34.5	0	0	35.3124	42.6	
3	3	5	5	3	26	2	14	0	0	20	8	20	28	0	0	0	1	2	1	4	0	32	0	0	1.2321	-0.0733949	0	0.538857	0	0	0	11.2	3.8	13.3333	6.12406	0	
2	5	5	3	26	3	3	32	0	21	17	0	83	54	1	0	5	3	0	19	2	1	94	0	0.0881481	-0.684477	0	-0.448966	0	-0.816497	0	10.2	7.4	0	17.1064	36	0.4	
5	26	5	3	3	2	3	32	25	50	29	1	2	2	9	2	16	2	1	2	2	1	61	-0.558208	-0.79906	-0.171745	-0.816497	0	0	0	11.1	8.77295	13.6	0.4	1.33333	2	6	
3	3	5	5	26	3	2	36	45	0	92	90	147	1	0	4	0	5	10	40	1	0	167	0	0	0.0240785	0.527343	0.247108	-0.816497	0	30.3333	0	44.3	46.2	40.172	0.4	0	
26	3	5	5	2	3	3	9	53	0	5	0	0	0	0	48	0	0	0	0	0	0	53	-2.05532	0	1.54106	0	0	0	0	2.81307	0	2.30769	0	0	0	0	
5	5	2	3	26	3	3	13	3	0	1	1	49	1	1	3	0	1	1	49	1	1	56	-1.35841	0	0	-0.816497	-2.40171	-0.816497	-0.816497	0.857143	0	1	0.4	1.06831	0.4	0.4	
3	5	2	26	3	3	5	5	0	27	0	37	0	0	0	0	0	0	10	0	0	0	37	0	-2.43719	0	1.6948	0	0	0	0	3.17647	0	9.49861	0	0	0	
2	3	3	5	5	3	26	6	0	0	2	0	1	1	18	0	0	1	0	0	1	17	20	0	0	0	0	0.950509	-0.816497	-2.33795	0	0	1.33333	0	0.461538	0.4	0.0676692	
26	5	3	3	3	5	2	11	52	0	0	0	0	2	0	52	0	0	0	0	2	0	54	1.92675	0	0	0	0	-1.42961	0	14.6995	0	0	0	0	0.363636	0	
5	3	5	3	3	26	2	10	0	0	1	1	0	41	0	0	0	1	1	0	41	0	43	0	0	-1.16387	-0.816497	0	-2.36385	0	0	0	0.117647	0.4	0	1.00004	0	
3	3	3	5	26	2	5	17	0	2	2	0	68	0	5	0	2	2	0	68	0	5	77	0	0	0	0	-2.79843	0	-1.12397	0	1.33333	1.33333	0	0.439577	0	2	
26	5	3	2	5	3	3	2	7	7	7	0	7	0	0	0	0	0	0	0	0	0	7	4.40566	-2.08073	-1.16172	0	-2.08073	0	0	3.51039	0.823529	2.8	0	0.823529	0	0	
3	3	5	5	3	26	2	14	1	0	0	1	1	24	0	1	0	0	1	1	24	0	27	-0.816497	0	0	-1.16387	-0.816497	-2.53671	0	0.4	0	0	0.117647	0.4	0.161074	0	
3	5	26	2	3	3	5	2	0	0	28	0	0	0	0	0	0	28	0	0	0	0	28	0	0	-2.49253	0	0	0	0	0	0	0.0894569	0	0	0	0	
26	3	5	3	2	5	3	19	8	2	2	1	3	249	1	6	2	1	1	3	246	1	263	-1.9773	0	-1.42961	-0.816497	0	-0.208594	-0.816497	0.0601318	1.33333	0.363636	0.4	3	81.3455	0.4	
3	5	3	2	5	3	26	4	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-0.787177	0	0	0	0	0	0	0.0137216	
2	5	3	26	3	3	5	7	0	1	0	57	1	0	0	0	1	0	57	1	0	0	59	0	-1.16387	0	-2.72253	-0.816497	0	0	0	0.117647	0	0.244798	0.4	0	0	
26	3	2	3	5	3	5	17	23	1	0	2	3	1	3	23	1	0	1	2	1	3	32	-2.47821	-0.816497	0	0	-1.59996	-0.816497	-1.35841	0.1133	0.4	0	1.33333	0.545455	0.4	0.857143	
5	5	3	2	26	3	3	5	0	1	2	0	1	0	0	0	1	2	0	1	0	0	4	0	-1.16387	-0.972558	0	-0.842598	0	0	0	0.117647	0.8	0	0.00319489	0	0	
2	26	5	5	3	3	3	17	1	9	2	3	0	0	4	1	9	2	3	0	0	4	19	0	-2.04644	-1.42961	-1.59996	0	0	0	1	0.048913	0.363636	0.545455	0	0	2.66667	
5	3	26	2	3	5	3	17	4	1	8	1	0	2	2	4	1	8	1	0	2	2	18	-1.43414	-0.816497	-1.98129	0	0	-1.50358	0	1.14286	0.4	0.0434783	1	0	0.235294	1.33333	
2	3	5	26	3	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	26	3	5	3	2	3	12	1	114	1	3	0	0	105	1	9	1	3	0	0	0	119	-1.16387	-2.88328	-0.816497	-1.70573	0	0	-1.26705	0.117647	0.686747	0.4	0.352941	0	0	42	
3	5	5	2	3	26	3	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0.950509	0	0	0	-0.842598	0	0	0.461538	0	0	0	0.00319489	0	
3	26	5	2	3	3	5	18	0	18	3	0	2	0	4	0	15	2	0	1	0	2	23	0	-1.31536	-0.30187	0	0	0	-0.876418	0	1.97562	1.14286	0	1.33333	0	1.33333	
3	2	5	26	5	3	3	19	1	0	3	14	6	0	2	1	0	3	12	4	0	0	22	-0.816497	0	-1.59996	-1.83549	-0.338694	0	-0.972558	0.4	0	0.545455	0.829085	2.28571	0	0.8	
3	3	3	2	5	26	5	19	1	0	0	1	2	17	3	1	0	0	1	2	14	0	21	-0.816497	0	0	0	-1.42961	-1.47229	-1.70573	0.4	0	0	1	0.363636	1.56222	0.352941	
5	2	3	3	26	3	5	13	2	0	1	1	7	1	2	1	0	1	1	6	1	2	13	0.195897	0	-0.816497	-0.816497	-1.906	-0.816497	-1.50358	0.777778	0	0.4	0.4	0.0380435	0.4	0.235294	
5	3	2	3	3	26	5	6	1	0	0	1	0	3	2	1	0	0	1	0	1	0	5	-1.16387	0	0	-0.816497	0	-0.0482428	-1.42961	0.117647	0	0	0.4	0	0.463042	0.363636	
3	2	26	3	3	5	5	16	1	0	15	1	1	7	2	1	0	9	1	1	1	1	20	-0.816497	0	-1.85086	-0.816497	-0.816497	-1.20798	-1.50358	0.4	0	0.86273	0.4	0.4	2.19048	0.235294	
2	26	5	3	3	5	3	24	0	28	13	0	1	3	3	0	15	0	0	1	3	3	35	0	-2.28628	-1.34803	0	-0.816497	-1.35841	0	0	1.42873	4	0	0.4	0.857143	2	
5	2	3	26	3	3	5	8	2	0	0	5	1	0	2	1	0	0	4	0	0	2	8	-1.42961	0	0	-0.248532	-0.816497	0	-1.50358	0.363636	0	0	0.74245	0.4	0	0.235294	
5	26	3	3	3	5	2	15	4	11	1	1	1	1	0	1	8	1	1	0	1	0	15	-1.32167	-1.56545	-0.816497	-0.816497	-0.816497	-1.16387	0	0.872727	0.823641	0.4	0.4	0.4	0.117647	0	
3	5	3	5	26	2	3	22	3	2	1	4	15	1	0	3	1	1	3	14	1	0	24	0	-1.50358	-0.816497	-0.410175	-2.26967	0	0	2	0.235294	0.4	1.8	0.387474	1	0	
3	3	2	3	26	5	5	25	1	6	0	1	20	8	13	1	1	0	1	12	1	3	29	-0.816497	0	0	-0.816497	-0.939938	0.29358	-0.856563	0.4	4	0	0.4	2.86501	4	4.47619	
5	2	5	26	3	3	3	8	0	0	0	9	0	0	4	0	0	0	6	0	0	1	10	0	0	0	-0.511354	0	0	-1.0938	0	0	0	1.14453	0	0	1.6	
5	3	2	3	3	26	5	16	3	0	0	1	4	11	5	2	0	0	1	1	6	2	18	-1.59996	0	0	-0.816497	0	-1.61836	-1.48614	0.545455	0	0	0.4	2.66667	0.629671	1.42857	
26	3	5	2	5	3	3	16	16	0	3	0	6	0	7	10	0	1	0	0	0	1	18	-0.296415	0	0.794383	0	-0.445104	0	0	2.85308	0	1.33333	0	1.81818	0	4.66667	
5	3	3	2	5	26	3	11	2	1	0	0	5	12	0	0	0	0	0	0	7	0	12	-1.42961	-0.816497	0	0	-0.099076	-1.66756	0	0.363636	0.4	0	0	2	0.706053	0	
3	5	5	2	3	26	3	20	0	16	5	0	0	33	14	0	6	4	0	0	13	0	43	0	-0.0763671	-0.099076	0	0	-1.44346	-1.21472	0	7.6	2	0	0	3.48589	5.6	
26	5	5	3	3	2	3	15	19	5	8	1	1	0	6	9	0	1	1	1	0	0	22	-1.18497	-0.099076	-0.0733949	-0.816497	-0.816497	0	-1.14554	2.05939	2	3.8	0.4	0.4	0	2.4	
3	5	26	2	3	5	3	15	1	2	13	0	0	8	7	1	1	6	0	0	3	1	19	-0.816497	0.195897	-0.460637	0	0	-1.26953	0	0.4	0.777778	1.9089	0	0	2.47619	4.66667	
3	3	5	26	2	3	5	24	1	13	11	29	2	1	11	1	0	1	11	2	1	3	37	-0.816497	0	-0.654302	-1.12063	0	-0.816497	-0.654302	0.4	8.66667	4.8	3.63046	2	0.4	4.8	
3	2	3	5	3	5	26	28	2	0	0	29	19	22	42	2	0	0	7	1	5	18	57	-0.972558	0	0	0.418629	0	1.15161	0.244544	0.8	0	0	14.7	12.6667	12.2	10.2329	
3	5	3	5	2	3	26	37	90	49	2	109	1	1	191	4	9	0	4	1	1	49	210	0	0.603019	-0.972558	-1.06389	0	-0.816497	-0.211915	60	25.4	0.8	45	1	0.4	44.1052	
2	3	3	5	3	26	5	32	0	4	0	49	0	93	37	0	2	0	9	0	48	4	108	0	0	0	-1.03283	0	0.0527656	1.36997	0	2.66667	0	20.3	0	23.066	21	
2	5	3	3	3	5	26	28	0	34	0	1	34	20	81	0	3	0	1	3	4	33	92	0	0.404289	0	-0.816497	0	1.2321	-0.385785	0	14.8571	0	0.4	22.6667	11.2	16.4377	
5	3	26	2	3	3	5	32	103	33	156	1	1	0	116	7	1	68	0	1	0	13	208	0.332096	0	0.365928	0	-0.816497	0	0.289641	51.6	22	40.3038	1	0.4	0	57.8	
3	5	5	26	2	3	3	32	0	26	48	95	0	50	0	0	9	3	28	0	3	0	110	0	-1.12236	-0.896911	0.428486	0	0	0	0	10.6	20.3	24.4323	0	33.6667	0	
3	5	3	5	26	2	3	38	1	123	81	107	174	0	1	1	9	2	8	56	0	1	202	-0.816497	-0.0309343	0	-0.615841	0.131879	0	-0.816497	0.4	58.8	54	47.2	45.4207	0	0.4	
2	3	3	5	5	26	3	42	1	133	1	33	166	251	1	1	2	1	5	7	85	1	269	0	0	-0.816497	0.0283804	-0.619803	0.133543	-0.816497	1	89.3333	0.4	15.9	73.2	65.5379	0.4	
5	3	3	3	5	2	26	5	1	0	0	0	4	0	6	1	0	0	0	0	0	2	7	-1.16387	0	0	0	1.46815	0	-1.5021	0.117647	0	0	0	1.84615	0	0.165316	
3	3	5	2	5	3	26	42	29	1	174	1	150	3	226	0	1	20	0	11	2	49	263	0	-0.816497	-0.257379	0	0.920483	0	-0.684609	19.3333	0.4	80.7	1	80.7	2	46.9701	
2	5	3	26	5	3	3	42	2	62	1	332	276	2	273	2	12	1	47	8	0	18	374	0	-0.981454	-0.816497	2.55203	1.70114	0	0	2	25.9	0.4	140.69	162	1.33333	183.333	
5	2	26	3	3	5	3	15	12	0	22	0	10	12	1	1	0	6	0	0	3	1	27	-0.15125	0	-0.888821	0	0	0.80359	-0.816497	4.7619	0	2.6885	0	6.66667	6.4	0.4	
5	2	3	3	5	26	3	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	-1.16387	1.49646	-0.816497	0	0	0	0	0.117647	0.405127	0.4	
3	3	2	5	5	26	3	36	2	0	1	44	42	220	7	2	0	0	5	15	171	3	245	-0.972558	0	0	-0.674837	0.462925	0.670454	-1.16172	0.8	0	1	15.8571	21.4	64.1734	2.8	
3	26	3	2	3	5	5	4	2	4	0	0	0	0	2	0	2	0	0	0	0	0	4	-0.972558	-0.313116	0	0	0	0	1.21425	0.8	0.506611	0	0	0	0	0.923077	
2	5	3	26	3	5	3	29	0	58	16	97	1	27	0	0	5	1	33	0	2	0	105	0	-0.713025	0	-0.258521	-0.816497	0.138108	0	0	20.7619	10.6667	21.4666	0.4	13.2	0	
3	5	3	26	3	2	5	31	25	64	3	114	1	0	74	8	6	1	34	1	0	7	143	0	1.27637	0	0.624603	-0.816497	0	0.621268	16.6667	35.9	2	31.0279	0.4	0	33.4286	
26	5	2	3	5	3	3	17	20	12	0	0	10	0	4	10	2	0	0	2	0	1	25	-0.614923	0.80359	0	0	-1.98992	0	-1.0938	2.8161	6.4	0	0	1.81818	0	1.6	
5	5	2	3	3	26	3	4	0	1	0	0	0	3	0	0	0	0	0	0	2	0	3	0	-1.16387	0	0	0	-1.34547	0	0	0.117647	0	0	0	0.0243896	0	
3	26	2	5	5	3	3	37	2	125	0	57	74	52	0	2	35	0	7	4	5	0	143	0	-0.617816	0	-0.817822	0.529292	0	0	1.33333	27.0106	0	24.4	38	34.6667	0	
3	3	5	3	2	5	26	28	21	1	27	0	0	27	58	1	1	1	0	0	2	25	63	0	-0.816497	-1.12788	0	0	0.138108	-0.908155	14	0.4	11	0	0	13.2	10.3371	
5	3	5	3	26	3	2	9	0	0	4	0	6	2	0	0	0	2	0	4	2	0	10	0	0	-0.931679	0	-1.25565	0	0	0	0	1.01818	0	0.326409	1.33333	0	
3	5	2	5	3	26	3	13	0	1	0	1	0	35	0	0	1	0	1	0	35	0	37	0	-1.16387	0	-1.16387	0	-1.58314	0	0	0.117647	0	0.117647	0	2.89161	0	
2	3	26	5	3	5	3	9	2	0	6	0	6	1	0	2	0	3	0	3	1	0	12	0	0	0.179134	0	0	-1.16387	0	2	0	1.08598	0	4	0.117647	0	
2	3	5	26	5	3	3	13	0	0	4	55	54	1	48	0	0	4	3	2	1	0	62	0	0	-1.43414	-1.05088	0.414594	-0.816497	-1.25699	0	0	1.14286	5.5449	23.619	0.4	19.2	
5	5	3	3	2	3	26	9	4	1	0	0	0	1	6	4	1	0	0	0	1	6	12	-1.71166	-1.16387	0	0	0	-0.816497	0.878537	0.727273	0.117647	0	0	0	0.4	1.39514	
5	5	3	3	2	3	26	19	76	2	0	2	0	3	83	2	2	0	1	0	3	9	91	1.7294	-1.42961	0	-0.972558	0	0	-2.05933	44.8	0.363636	0	0.8	0	2	4.7325	
3	3	5	2	26	3	5	7	0	1	2	0	5	1	0	0	1	0	0	3	1	0	7	0	-0.816497	1.21425	0	-1.52034	-0.816497	0	0	0.4	0.923077	0	0.100241	0.4	0	
26	5	2	3	3	3	5	14	12	2	0	0	5	0	1	8	2	0	0	1	0	1	16	-1.50799	-1.42961	0	0	-1.12397	0	-1.16387	0.782261	0.363636	0	0	2	0	0.117647	
3	26	2	5	5	3	3	4	0	3	0	2	2	0	1	0	1	0	0	0	0	1	4	0	-1.17903	0	-1.50358	1.21425	0	-0.816497	0	0.0757405	0	0.235294	0.923077	0	0.4	
26	2	3	5	3	3	5	5	13	0	1	12	0	0	0	2	0	0	0	0	0	0	14	-2.13542	0	-0.816497	2.0583	0	0	0	0.0900698	0	0.4	6.33333	0	0	0	
5	2	3	3	3	26	5	19	28	0	1	8	0	63	62	18	0	1	2	0	5	4	88	-1.70764	0	-0.816497	0	0	-1.22881	-1.05773	8	0	0.4	5.33333	0	6.60905	25.6	
26	3	3	5	5	3	2	5	1	0	0	0	3	0	0	1	0	0	0	3	0	0	4	-0.842598	0	0	0	-1.59996	0	0	0.00319489	0	0	0	0.545455	0	0	
3	5	2	3	3	5	26	13	0	4	2	1	0	27	6	0	4	1	1	0	27	5	39	0	-1.71166	0	-0.816497	0	-2.15528	-1.74272	0	0.727273	2	0.4	0	4.90909	0.0585345	
3	3	3	2	5	26	5	19	1	1	0	0	78	8	26	1	1	0	0	63	7	11	98	-0.816497	-0.816497	0	0	-1.14254	-1.98129	-1.70309	0.4	0.4	0	0	31.8	0.0434783	7.42857	
3	5	3	2	26	3	5	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	-1.16387	0	0	0	0	0	0	0.117647	0	0	0	0	0	
5	3	26	3	3	2	5	14	1	0	46	0	0	0	6	0	0	43	0	0	0	2	49	0.950509	0	-0.278351	0	0	0	-2.02003	0.461538	0	7.30762	0	0	0	0.705882	
3	5	5	3	3	26	2	16	2	3	26	0	26	34	0	2	3	0	0	0	8	0	39	0	-1.35841	-2.43111	0	-1.24176	1.31987	0	1.33333	0.857143	3.05882	0	10.4	8.52662	0	
5	3	3	3	5	26	2	20	45	3	52	0	53	45	3	8	3	1	0	2	7	3	75	-1.73055	0	0	0	0.786292	-2.3576	0	12.8571	2	34.6667	0	24.5714	1.16597	3	
5	3	2	26	3	3	5	15	0	1	0	9	2	0	1	0	1	0	9	2	0	1	13	0	-0.816497	0	-2.06221	0	0	-1.16387	0	0.4	0	0.0542169	1.33333	0	0.117647	
3	3	26	2	5	5	3	11	0	0	8	0	0	4	0	0	0	7	0	0	3	0	11	0	0	-1.98716	0	0	0.796744	0	0	0	0.0541805	0	0	1.90476	0	
2	26	5	3	3	5	3	14	0	16	6	4	1	7	3	0	9	0	1	0	1	0	18	0	-0.677412	0.248439	0	-0.816497	0.172568	-1.04849	0	2.36491	2.33333	2.66667	0.4	2.95238	1.2	
